Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
6994876,KG0464,2023-01-11 11:21:00,10.000000001164151,0.1666666666860692,Power,,,,,Hybrid Automation Failure,Silver,6994876_2023-01-11 11:21:00,2023-01-11,Hybrid Issues,Others,Others,Others
6995188,SK0411,2023-01-11 11:56:00,37.00000000535511,0.6166666667559184,Power,,,,,Hybrid Automation Failure,Silver,6995188_2023-01-11 11:56:00,2023-01-11,Hybrid Issues,Others,Others,Others
6995189,KD0112,2023-01-11 12:20:00,36.999999994877726,0.6166666665812954,Power,,,,,Faulty Lift pump,Gold,6995189_2023-01-11 12:20:00,2023-01-11,Other Issues,Others,Others,Others
6995429,KD0112,2023-01-11 13:49:00,59.00000000372529,0.9833333333954216,Power,,,,,Faulty Lift pump,Gold,6995429_2023-01-11 13:49:00,2023-01-11,Other Issues,Others,Others,Others
6995522,NI0559,2023-01-11 14:26:00,1.999999996041879,0.033333333,Power,,,,,Flat Starter Battery,Silver,6995522_2023-01-11 14:26:00,2023-01-11,Other Equipment,Battery,Starter Batteries,Starter Batteries
6995851,AB1332,2023-01-11 15:47:00,51.00000001,0.8500000001513399,Power,,,,,Cut Over,Silver,6995851_2023-01-11 15:47:00,2023-01-11,Other Issues,Others,Others,Others
6996082,KD0112,2023-01-11 16:52:00,59.00000000372529,0.9833333333954216,Power,,,,,Faulty Lift pump,Gold,6996082_2023-01-11 16:52:00,2023-01-11,Other Issues,Others,Others,Others
6996571,ZM0248,2023-01-11 18:42:00,120.00000000349246,2.000000000058208,Power,,,,,Faulty CSU,Silver,6996571_2023-01-11 18:42:00,2023-01-11,Other Issues,Others,Others,Others
6997003,KD0112,2023-01-11 18:46:00,34.99999999883585,0.5833333333139308,Power,,,,,Faulty Lift pump,Gold,6997003_2023-01-11 18:46:00,2023-01-11,Other Issues,Others,Others,Others
6997052,KN0956,2023-01-11 16:48:00,240.9999999997672,4.016666666662786,Power,,,,,DG Controller Failure,Silver,6997052_2023-01-11 16:48:00,2023-01-11,Other Issues,Others,Others,Others
6997088,KD0394,2023-01-11 20:45:00,6.999999991385266,0.1166666665230877,Power,,,,,Faulty Radiator,Silver,6997088_2023-01-11 20:45:00,2023-01-11,Other Issues,Others,Others,Others
6997232,KD0170,2023-01-12 00:00:00,396.9999999948777,6.616666666581295,Power,,,,,Burnt Load Cable,Silver,6997232_2023-01-12 00:00:00,2023-01-12,Other Equipment,Electrical,Wiring,Cable
6997694,KD0112,2023-01-12 00:15:00,74.00000000023283,1.2333333333372138,Power,,,,,Under Frequency,Gold,6997694_2023-01-12 00:15:00,2023-01-12,Other Issues,Others,Others,Others
6998024,AB0083,2023-01-12 01:34:00,226.99999999604188,3.7833333332673647,Power,,,,,,Silver,6998024_2023-01-12 01:34:00,2023-01-12,Other Issues,Others,Others,Others
6998092,KD0403,2023-01-12 02:14:00,78.00000000279397,1.300000000046566,Power,,,,,Flat Starter Battery,Silver,6998092_2023-01-12 02:14:00,2023-01-12,Other Equipment,Battery,Starter Batteries,Starter Batteries
6998144,KD0857,2023-01-12 02:42:00,276.0,4.599999999976717,Power,,,,,Broken Fuel Hose,Silver,6998144_2023-01-12 02:42:00,2023-01-12,Generator,Mechanical,Fuel,Others
6998609,KN0853,2023-01-12 04:34:00,190.00000000116407,3.166666666686069,Power,,,,,Low Engine Oil,Silver,6998609_2023-01-12 04:34:00,2023-01-12,Generator,Mechanical,Engine,Low Engine Oil
6999437,KB0009,2023-01-12 10:16:00,54.00000001,0.9000000001396984,Power,,,,,Burnt ATS Contactor,Platinum,6999437_2023-01-12 10:16:00,2023-01-12,Generator,Electrical,ATS,ATS Fault
7000748,ZM0248,2023-01-12 14:22:00,36.00000000209548,0.6000000000349246,Power,,,,,New Equipment Configuration,Silver,7000748_2023-01-12 14:22:00,2023-01-12,Other Issues,Others,Others,Others
7001544,NI0301,2023-01-12 16:54:00,45.0,0.75,Power,,,,,Low Engine Oil,Silver,7001544_2023-01-12 16:54:00,2023-01-12,Generator,Mechanical,Engine,Low Engine Oil
7001755,AB0935,2023-01-12 18:00:00,20.000000002328303,0.3333333333721384,Power,,,,,Faulty Radiator,Silver,7001755_2023-01-12 18:00:00,2023-01-12,Other Issues,Others,Others,Others
7002574,KD0320,2023-01-12 20:52:00,8.000000005122274,0.1333333334187045,Power,,,,,Low Water Level Alarm,Silver,7002574_2023-01-12 20:52:00,2023-01-12,Other Issues,Others,Others,Others
7002900,KN0369,2023-01-12 21:42:00,20.000000002328303,0.3333333333721384,Power,,,,,Start Fail Alarm,Silver,7002900_2023-01-12 21:42:00,2023-01-12,Other Issues,Others,Others,Others
7002912,KN0059,2023-01-12 22:07:00,111.9999999983702,1.866666666639503,Power,,,,,Faulty CSU,Silver,7002912_2023-01-12 22:07:00,2023-01-12,Other Issues,Others,Others,Others
7002977,KN0379,2023-01-12 21:09:00,117.9999999969732,1.966666667,Power,,,,,Fuel Outage,Silver,7002977_2023-01-12 21:09:00,2023-01-12,Generator,Mechanical,Fuel,Low Diesel
7003102,ZM0029,2023-01-12 23:39:00,19.999999991850927,0.3333333331975154,Power,,,,,Loose Battery Terminal,Gold,7003102_2023-01-12 23:39:00,2023-01-12,Other Equipment,Battery,Starter Batteries,Starter Batteries
7002912,KN0059,2023-01-13 00:00:00,418.00000000046566,6.966666666674428,Power,,,,,Faulty CSU,Silver,7002912_2023-01-13 00:00:00,2023-01-13,Other Issues,Others,Others,Others
7003102,ZM0029,2023-01-13 00:00:00,8.000000005122274,0.1333333334187045,Power,,,,,Loose Battery Terminal,Gold,7003102_2023-01-13 00:00:00,2023-01-13,Other Equipment,Battery,Starter Batteries,Starter Batteries
7003509,KD0146,2023-01-13 01:10:00,564.0000000048894,9.4,Power,,,,,Faulty Injector Pump,Gold,7003509_2023-01-13 01:10:00,2023-01-13,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7003789,NI0503,2023-01-13 03:10:00,87.00000000069849,1.4500000000116415,Power,,,,,Missing AVR & Starter Battery,Silver,7003789_2023-01-13 03:10:00,2023-01-13,Other Equipment,Battery,Starter Batteries,Starter Batteries
7003799,KD0407,2023-01-13 02:05:00,162.9999999969732,2.716666667,Power,,,,,Faulty Lift pump,Silver,7003799_2023-01-13 02:05:00,2023-01-13,Other Issues,Others,Others,Others
7003888,KB0393,2023-01-13 04:42:00,182.0000000065193,3.033333333441988,Power,,,,,Faulty Charging Alternator,Silver,7003888_2023-01-13 04:42:00,2023-01-13,Generator,Electrical,Charging Alternator,Failure
7003898,NI0652,2023-01-13 04:02:00,146.99999999720603,2.449999999953434,Power,,,,,Faulty Charging Alternator,Silver,7003898_2023-01-13 04:02:00,2023-01-13,Generator,Electrical,Charging Alternator,Failure
7004180,KG0517,2023-01-13 07:15:00,116.00000000093132,1.933333333348856,Power,,,,,Low Fuel,Silver,7004180_2023-01-13 07:15:00,2023-01-13,Generator,Mechanical,Fuel,Low Diesel
7004248,NI0523,2023-01-13 05:46:00,136.00000000325963,2.266666666720994,Power,,,,,Faulty Charging Alternator,Silver,7004248_2023-01-13 05:46:00,2023-01-13,Generator,Electrical,Charging Alternator,Failure
7004579,KD0407,2023-01-13 08:38:00,15.99999999976717,0.2666666666627861,Power,,,,,Faulty Charging Alternator,Silver,7004579_2023-01-13 08:38:00,2023-01-13,Generator,Electrical,Charging Alternator,Failure
7004848,AB0077,2023-01-13 09:09:00,76.99999999953434,1.2833333333255723,Power,,,,,Burnt SIMS Cable,Silver,7004848_2023-01-13 09:09:00,2023-01-13,Other Equipment,Electrical,Wiring,Cable
7004937,KG0517,2023-01-13 09:24:00,37.99999999813736,0.6333333333022892,Power,,,,,Low Fuel,Silver,7004937_2023-01-13 09:24:00,2023-01-13,Generator,Mechanical,Fuel,Low Diesel
7004949,KG0517,2023-01-13 10:16:00,29.00000000023283,0.4833333333372138,Power,,,,,Low Fuel,Silver,7004949_2023-01-13 10:16:00,2023-01-13,Generator,Mechanical,Fuel,Low Diesel
7005188,AB0077,2023-01-13 10:40:00,26.999999993713573,0.4499999998952262,Power,,,,,Clogged Radiator,Silver,7005188_2023-01-13 10:40:00,2023-01-13,Other Issues,Others,Others,Others
7005206,KG0517,2023-01-13 11:06:00,55.99999999,0.933333333,Power,,,,,Low Fuel,Silver,7005206_2023-01-13 11:06:00,2023-01-13,Generator,Mechanical,Fuel,Low Diesel
7005554,NI0652,2023-01-13 12:42:00,23.00000000162981,0.3833333333604969,Power,,,,,Starter Relay Failure,Silver,7005554_2023-01-13 12:42:00,2023-01-13,Other Issues,Others,Others,Others
7007651,JG0289,2023-01-13 22:20:00,33.00000000279397,0.5500000000465661,Power,,,,,Under Frequency,Silver,7007651_2023-01-13 22:20:00,2023-01-13,Other Issues,Others,Others,Others
7008118,AB1332,2023-01-14 02:27:00,95.99999999860302,1.599999999976717,Power,,,,,Low Engine Oil,Silver,7008118_2023-01-14 02:27:00,2023-01-14,Generator,Mechanical,Engine,Low Engine Oil
7008281,NI0069,2023-01-14 04:01:00,127.0000000053551,2.1166666667559184,Power,,,,,Faulty Charging Alternator,Silver,7008281_2023-01-14 04:01:00,2023-01-14,Generator,Electrical,Charging Alternator,Failure
7008375,KN0915,2023-01-14 05:18:00,133.99999999674037,2.233333333279006,Power,,,,,Faulty Contactor Relay,Silver,7008375_2023-01-14 05:18:00,2023-01-14,Other Issues,Others,Others,Others
7008467,NI0556,2023-01-14 06:08:00,57.99999998998828,0.9666666664998048,Power,,,,,Faulty Radiator,Silver,7008467_2023-01-14 06:08:00,2023-01-14,Other Issues,Others,Others,Others
7008518,NI0274,2023-01-14 06:13:00,30.99999999627471,0.5166666666045785,Power,,,,,Low Water Level Alarm,Silver,7008518_2023-01-14 06:13:00,2023-01-14,Other Issues,Others,Others,Others
7009427,AB0003,2023-01-14 10:53:00,62.99999999580905,1.0499999999301508,Power,,,,,Flat Starter Battery,Silver,7009427_2023-01-14 10:53:00,2023-01-14,Other Equipment,Battery,Starter Batteries,Starter Batteries
7009548,NI0007,2023-01-14 11:46:00,98.00000000512227,1.6333333334187046,Power,,,,,Start Fail Alarm,Silver,7009548_2023-01-14 11:46:00,2023-01-14,Other Issues,Others,Others,Others
7009753,KB0018,2023-01-14 13:20:00,50.999999998603016,0.8499999999767169,Power,,,,,Faulty Thermostat,Silver,7009753_2023-01-14 13:20:00,2023-01-14,Other Issues,Others,Others,Others
7009839,NI0007,2023-01-14 13:27:00,119.00000000023284,1.9833333333372136,Power,,,,,Circuit Breaker tripped,Silver,7009839_2023-01-14 13:27:00,2023-01-14,Generator,Electrical,Breaker,Tripped Circuit Breaker
7010940,KD0112,2023-01-14 19:28:00,270.99999999278225,4.516666666546371,Power,,,,,Faulty Fuel Governor,Gold,7010940_2023-01-14 19:28:00,2023-01-14,Generator,Mechanical,Fuel,Low Diesel
7011481,AB0074,2023-01-14 22:37:00,81.99999999487773,1.3666666665812954,Power,,,,,Flat Starter Battery,Silver,7011481_2023-01-14 22:37:00,2023-01-14,Other Equipment,Battery,Starter Batteries,Starter Batteries
7011643,SK0200,2023-01-14 23:43:00,15.99999999976717,0.2666666666627861,Power,,,,,Burnt ATS Contactor,Silver,7011643_2023-01-14 23:43:00,2023-01-14,Generator,Electrical,ATS,ATS Fault
7010940,KD0112,2023-01-15 00:00:00,123.99999999557622,2.066666666592937,Power,,,,,Faulty Fuel Governor,Gold,7010940_2023-01-15 00:00:00,2023-01-15,Generator,Mechanical,Fuel,Low Diesel
7011481,AB0074,2023-01-15 00:00:00,10.000000001164151,0.1666666666860692,Power,,,,,Flat Starter Battery,Silver,7011481_2023-01-15 00:00:00,2023-01-15,Other Equipment,Battery,Starter Batteries,Starter Batteries
7011643,SK0200,2023-01-15 00:00:00,333.9999999990687,5.566666666651145,Power,,,,,Burnt ATS Contactor,Silver,7011643_2023-01-15 00:00:00,2023-01-15,Generator,Electrical,ATS,ATS Fault
7011743,KB0020,2023-01-15 00:00:00,114.9999999976717,1.9166666666278616,Power,,,,,Tripped DG & Mains Circuit Breakers,Silver,7011743_2023-01-15 00:00:00,2023-01-15,Generator,Electrical,Breaker,Tripped Circuit Breaker
7011805,NI0622,2023-01-15 00:43:00,227.9999999993015,3.8,Power,,,,,Start Fail Alarm,Silver,7011805_2023-01-15 00:43:00,2023-01-15,Other Issues,Others,Others,Others
7012137,AB0933,2023-01-15 02:40:00,229.0000000025612,3.816666666709352,Power,,,,,Low Engine Oil,Silver,7012137_2023-01-15 02:40:00,2023-01-15,Generator,Mechanical,Engine,Low Engine Oil
7012211,KD0908,2023-01-15 02:03:00,548.9999999979045,9.149999999965075,Power,,,,,Low Fuel,Silver,7012211_2023-01-15 02:03:00,2023-01-15,Generator,Mechanical,Fuel,Low Diesel
7012230,KD0407,2023-01-15 03:13:00,969.0,16.149999999906868,Power,,,,,Low Fuel,Silver,7012230_2023-01-15 03:13:00,2023-01-15,Generator,Mechanical,Fuel,Low Diesel
7012607,KD0786,2023-01-15 05:58:00,53.99999999790453,0.8999999999650754,Power,,,,,Faulty Radiator,Silver,7012607_2023-01-15 05:58:00,2023-01-15,Other Issues,Others,Others,Others
7013522,KD0112,2023-01-15 07:00:00,344.00000000023283,5.733333333337214,Power,,,,,DG Controller Failure,Gold,7013522_2023-01-15 07:00:00,2023-01-15,Other Issues,Others,Others,Others
7013939,KB0459,2023-01-15 12:49:00,49.99999999534339,0.8333333332557231,Power,,,,,Faulty Hybrid Batteries,Silver,7013939_2023-01-15 12:49:00,2023-01-15,Hybrid Issues,Others,Others,Others
7014283,NI0338,2023-01-15 15:50:00,17.0,0.283333333,Power,,,,,AC Failure,Platinum,7014283_2023-01-15 15:50:00,2023-01-15,Other Issues,Others,Others,Others
7014596,ZM0290,2023-01-15 16:26:00,27.00000000419095,0.4500000000698492,Power,,,,,Flat Starter Battery,Silver,7014596_2023-01-15 16:26:00,2023-01-15,Other Equipment,Battery,Starter Batteries,Starter Batteries
7015584,KD0088,2023-01-15 21:53:00,125.9999999916181,2.0999999998603016,Power,,,,,Faulty Injector Pump,Silver,7015584_2023-01-15 21:53:00,2023-01-15,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7015690,KB0245,2023-01-15 22:56:00,62.99999999580905,1.0499999999301508,Power,,,,,,Silver,7015690_2023-01-15 22:56:00,2023-01-15,Other Issues,Others,Others,Others
7015697,KB0463,2023-01-15 22:45:00,74.00000000023283,1.2333333333372138,Power,,,,,,Silver,7015697_2023-01-15 22:45:00,2023-01-15,Other Issues,Others,Others,Others
7015584,KD0088,2023-01-16 00:00:00,20.99999999511056,0.3499999999185093,Power,,,,,Faulty Injector Pump,Silver,7015584_2023-01-16 00:00:00,2023-01-16,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7015690,KB0245,2023-01-16 00:00:00,422.99999999580905,7.049999999930151,Power,,,,,Weak DG,Silver,7015690_2023-01-16 00:00:00,2023-01-16,Other Issues,Others,Others,Others
7015697,KB0463,2023-01-16 00:00:00,448.0000000039581,7.466666666732635,Power,,,,,Suction Pipe Blocked,Silver,7015697_2023-01-16 00:00:00,2023-01-16,Other Issues,Others,Others,Others
7016126,KG0050,2023-01-16 02:42:00,35.99999999,0.5999999998603016,Power,,,,,Faulty AVR,Gold,7016126_2023-01-16 02:42:00,2023-01-16,Other Issues,Others,Others,Others
7016218,JG0289,2023-01-16 03:24:00,13.999999993247911,0.2333333332207985,Power,,,,,Faulty Charging Alternator,Silver,7016218_2023-01-16 03:24:00,2023-01-16,Generator,Electrical,Charging Alternator,Failure
7016220,KD0088,2023-01-16 03:03:00,455.0000000058208,7.583333333430346,Power,,,,,Faulty Injector Pump,Silver,7016220_2023-01-16 03:03:00,2023-01-16,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7016579,KB0325,2023-01-16 02:08:00,243.99999999906868,4.066666666651145,Power,,,,,Faulty Contactor Relay,Silver,7016579_2023-01-16 02:08:00,2023-01-16,Other Issues,Others,Others,Others
7016846,AB1030,2023-01-16 07:45:00,84.00000000139698,1.400000000023283,Power,,,,,Faulty Radiator,Silver,7016846_2023-01-16 07:45:00,2023-01-16,Other Issues,Others,Others,Others
7017288,KB0245,2023-01-16 09:32:00,43.00000000395812,0.7166666667326353,Power,,,,,Engine Lost Compression,Silver,7017288_2023-01-16 09:32:00,2023-01-16,Generator,Mechanical,Engine,Loss Compression
7017563,AB1332,2023-01-16 11:33:00,63.00000000628643,1.0500000001047738,Power,,,,,Low Water Level Alarm,Silver,7017563_2023-01-16 11:33:00,2023-01-16,Other Issues,Others,Others,Others
7017954,AB0086,2023-01-16 12:27:00,111.9999999983702,1.866666666639503,Power,,,,,Low Water Level Alarm,Silver,7017954_2023-01-16 12:27:00,2023-01-16,Other Issues,Others,Others,Others
7018494,KD0202,2023-01-16 14:42:00,17.99999999580905,0.2999999999301508,Power,,,,,Hybrid System Failure,Silver,7018494_2023-01-16 14:42:00,2023-01-16,Hybrid Issues,Others,Others,Others
7019245,SK0455,2023-01-16 18:19:00,130.0000000046566,2.166666666744277,Power,,,,,Loose Battery Terminal,Silver,7019245_2023-01-16 18:19:00,2023-01-16,Other Equipment,Battery,Starter Batteries,Starter Batteries
7019426,NI0014,2023-01-16 20:45:00,7.999999994644895,0.1333333332440816,Power,,,,,Low Water Level Alarm,Silver,7019426_2023-01-16 20:45:00,2023-01-16,Other Issues,Others,Others,Others
7019620,NI0014,2023-01-16 22:00:00,75.00000000349246,1.2500000000582077,Power,,,,,Low Engine Oil,Silver,7019620_2023-01-16 22:00:00,2023-01-16,Generator,Mechanical,Engine,Low Engine Oil
7019625,KG0557,2023-01-16 22:00:00,100.00000000116415,1.6666666666860692,Power,,,,,Faulty Water Separator,Silver,7019625_2023-01-16 22:00:00,2023-01-16,Generator,Mechanical,Fuel,Others
7019705,AB1374,2023-01-16 22:26:00,53.99999999790453,0.8999999999650754,Power,,,,,Faulty Temperature Sensor,Silver,7019705_2023-01-16 22:26:00,2023-01-16,Other Issues,Others,Others,Others
7019767,KB0245,2023-01-16 23:00:00,58.99999999324791,0.9833333332207984,Power,,,,,Faulty Injector Pump,Silver,7019767_2023-01-16 23:00:00,2023-01-16,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7019767,KB0245,2023-01-17 00:00:00,161.00000000093132,2.683333333348856,Power,,,,,Faulty Injector Pump,Silver,7019767_2023-01-17 00:00:00,2023-01-17,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7020118,KG0025,2023-01-17 03:23:00,78.00000000279397,1.300000000046566,Power,,,,,Low Fuel,Silver,7020118_2023-01-17 03:23:00,2023-01-17,Generator,Mechanical,Fuel,Low Diesel
7020427,SK0428,2023-01-17 07:06:00,38.000000008614734,0.6333333334769122,Power,,,,,Air Lock in Fuel System,Silver,7020427_2023-01-17 07:06:00,2023-01-17,Generator,Mechanical,Fuel,Others
7023696,KD0993,2023-01-17 18:01:00,23.00000000162981,0.3833333333604969,Power,,,,,,Silver,7023696_2023-01-17 18:01:00,2023-01-17,Other Issues,Others,Others,Others
7023935,NI0039,2023-01-17 19:06:00,31.00000000675209,0.5166666667792015,Power,,,,,Faulty Contactor Relay,Silver,7023935_2023-01-17 19:06:00,2023-01-17,Other Issues,Others,Others,Others
7023941,NI0039,2023-01-17 19:39:00,23.00000000162981,0.3833333333604969,Power,,,,,Low Water Level Alarm,Silver,7023941_2023-01-17 19:39:00,2023-01-17,Other Issues,Others,Others,Others
7024184,NI0010,2023-01-17 20:38:00,18.99999999906868,0.3166666666511446,Power,,,,,Hybrid Automation Failure,Platinum,7024184_2023-01-17 20:38:00,2023-01-17,Hybrid Issues,Others,Others,Others
7024448,NI0068,2023-01-17 22:00:00,119.00000000023284,1.9833333333372136,Power,,,,,Burnt Load Cable,Platinum,7024448_2023-01-17 22:00:00,2023-01-17,Other Equipment,Electrical,Wiring,Cable
7024448,NI0068,2023-01-18 00:00:00,88.99999999674037,1.4833333332790062,Power,,,,,Burnt Load Cable,Platinum,7024448_2023-01-18 00:00:00,2023-01-18,Other Equipment,Electrical,Wiring,Cable
7024764,KN0025,2023-01-18 00:41:00,21.00000000558793,0.3500000000931322,Power,,,,,Faulty Injector Pump,Gold,7024764_2023-01-18 00:41:00,2023-01-18,Generator,Mechanical,Injector Pump,Faulty Injector Pump
7024921,NI0039,2023-01-18 02:42:00,715.9999999974389,11.933333333290648,Power,,,,,Weak DG,Silver,7024921_2023-01-18 02:42:00,2023-01-18,Other Issues,Others,Others,Others
7025079,KD0320,2023-01-18 03:41:00,188.00000000512227,3.133333333418705,Power,,,,,Broken Fan Belt (Cut),Silver,7025079_2023-01-18 03:41:00,2023-01-18,Other Issues,Others,Others,Others
7025135,KD0926,2023-01-18 04:38:00,48.99999999208376,0.8166666665347293,Power,,,,,Hybrid Automation Failure,Silver,7025135_2023-01-18 04:38:00,2023-01-18,Hybrid Issues,Others,Others,Others
7025243,KN0069,2023-01-18 00:31:00,17.0,0.283333333,Power,,,,,Faulty Contactor Relay,Silver,7025243_2023-01-18 00:31:00,2023-01-18,Other Issues,Others,Others,Others
7025679,KG0097,2023-01-18 07:50:00,49.00000000256114,0.8166666667093523,Power,,,,,Low Fuel,Gold,7025679_2023-01-18 07:50:00,2023-01-18,Generator,Mechanical,Fuel,Low Diesel
7026478,AB1332,2023-01-18 10:34:00,59.99999999650754,0.9999999999417925,Power,,,,,Other,Silver,7026478_2023-01-18 10:34:00,2023-01-18,Other Issues,Others,Others,Others
7028302,AB0083,2023-01-18 16:52:00,5.000000005820766,0.083333333,Power,,,,,Preventive Maintenance,Silver,7028302_2023-01-18 16:52:00,2023-01-18,Other Issues,Others,Others,Others
